order_item_id,order_id,order_date,customer_id,product_id,category,quantity,unit_price,discount_amount,shipping_fee,payment_method,order_status,line_revenue,gross_profit
OI0000969,O000703,2026-04-13,C00089,P0023,Fashion,3,38.65,0.0,0,Cash on Delivery,Delivered,115.95,52.56
OI0000970,O000704,2026-04-07,C00089,P0025,Fashion,1,55.69,0.0,0,Online Banking,Processing,55.69,13.96
OI0000971,O000705,2026-01-13,C00089,P0030,Fashion,1,149.12,0.0,8.9,Online Banking,Delivered,158.02,55.92
OI0000972,O000706,2026-02-25,C00089,P0065,Sports,1,13.48,0.0,8.9,Cash on Delivery,Delivered,22.38,5.27
OI0000973,O000707,2025-12-11,C00089,P0030,Fashion,1,149.12,0.0,6.9,Online Banking,Delivered,156.02,55.92
OI0000974,O000708,2026-04-22,C00089,P0019,Fashion,2,150.24,45.07,0,Credit Card,Delivered,255.41,42.79
OI0000975,O000709,2026-04-14,C00089,P0021,Fashion,1,20.23,0.0,0,Credit Card,Delivered,20.23,5.53
OI0000976,O000709,2026-04-14,C00089,P0001,Electronics,2,1091.61,0.0,0,Credit Card,Delivered,2183.22,1120.54
OI0000977,O000710,2026-02-09,C00089,P0020,Fashion,1,208.1,0.0,4.9,Online Banking,Cancelled,213.0,62.98
OI0000978,O000710,2026-02-09,C00089,P0019,Fashion,1,150.24,7.51,0,Online Banking,Cancelled,142.73,36.42
OI0000979,O000710,2026-02-09,C00089,P0024,Fashion,1,38.33,1.92,8.9,Online Banking,Cancelled,45.31,11.96
OI0000980,O000711,2026-02-22,C00089,P0022,Fashion,1,31.66,1.58,0,E-Wallet,Shipped,30.08,10.62
OI0000981,O000712,2026-04-10,C00089,P0023,Fashion,1,38.65,1.93,0,Credit Card,Delivered,36.72,15.59
OI0000982,O000713,2026-03-20,C00089,P0030,Fashion,1,149.12,0.0,8.9,Online Banking,Delivered,158.02,55.92
OI0000983,O000713,2026-03-20,C00089,P0028,Fashion,2,20.13,0.0,6.9,Online Banking,Delivered,47.16,16.78
OI0000984,O000714,2026-04-10,C00089,P0062,Beauty & Health,1,96.34,9.63,8.9,Online Banking,Delivered,95.61,21.47
OI0000985,O000715,2026-03-15,C00090,P0075,Sports,1,181.67,9.08,8.9,Cash on Delivery,Delivered,181.49,60.57
OI0000986,O000716,2026-01-16,C00090,P0006,Electronics,1,563.56,0.0,8.9,Cash on Delivery,Delivered,572.46,250.72
OI0000987,O000716,2026-01-16,C00090,P0029,Fashion,1,36.7,5.5,8.9,Cash on Delivery,Delivered,40.1,8.1
OI0000988,O000717,2026-03-12,C00090,P0005,Electronics,1,1356.34,0.0,4.9,Credit Card,Delivered,1361.24,448.46
OI0000989,O000718,2026-04-07,C00090,P0007,Electronics,1,1291.87,0.0,6.9,Online Banking,Delivered,1298.77,553.09
OI0000990,O000719,2026-01-05,C00090,P0006,Electronics,1,563.56,28.18,6.9,E-Wallet,Delivered,542.28,222.54
OI0000991,O000720,2025-09-19,C00090,P0016,Electronics,2,398.44,0.0,0,Online Banking,Delivered,796.88,369.3
OI0000992,O000720,2025-09-19,C00090,P0059,Beauty & Health,1,51.45,2.57,8.9,Online Banking,Delivered,57.78,21.21
OI0000993,O000720,2025-09-19,C00090,P0058,Beauty & Health,1,163.47,0.0,4.9,Online Banking,Delivered,168.37,47.55
OI0000994,O000721,2026-04-15,C00090,P0011,Electronics,1,2463.73,369.56,6.9,Online Banking,Delivered,2101.07,659.78
OI0000995,O000722,2026-04-16,C00090,P0007,Electronics,3,1291.87,581.34,4.9,Online Banking,Delivered,3299.17,1077.93
OI0000996,O000722,2026-04-16,C00090,P0056,Beauty & Health,1,126.52,0.0,0,Online Banking,Delivered,126.52,36.55
OI0000997,O000723,2026-04-18,C00090,P0015,Electronics,1,246.04,36.91,6.9,Online Banking,Delivered,216.03,48.8
OI0000998,O000724,2026-03-12,C00090,P0002,Electronics,1,176.05,0.0,0,Credit Card,Shipped,176.05,56.54
OI0000999,O000724,2026-03-12,C00090,P0016,Electronics,1,398.44,39.84,6.9,Credit Card,Shipped,365.5,144.81
OI0001000,O000725,2026-01-23,C00090,P0100,Groceries,1,64.08,0.0,4.9,E-Wallet,Delivered,68.98,26.41
OI0001001,O000726,2026-01-07,C00090,P0023,Fashion,1,38.65,0.0,8.9,E-Wallet,Delivered,47.55,17.52
OI0001002,O000727,2026-03-02,C00090,P0006,Electronics,1,563.56,28.18,0,Online Banking,Returned,535.38,222.54
OI0001003,O000727,2026-03-02,C00090,P0039,Home & Living,2,488.55,0.0,4.9,Online Banking,Returned,982.0,292.82
OI0001004,O000728,2026-01-28,C00090,P0027,Fashion,2,129.23,0.0,0,E-Wallet,Delivered,258.46,79.12
OI0001005,O000728,2026-01-28,C00090,P0061,Beauty & Health,1,163.52,8.18,0,E-Wallet,Delivered,155.34,42.19
OI0001006,O000728,2026-01-28,C00090,P0018,Fashion,2,78.83,0.0,4.9,E-Wallet,Delivered,162.56,70.5
OI0001007,O000729,2025-09-19,C00090,P0012,Electronics,4,1803.18,0.0,8.9,Credit Card,Delivered,7221.62,2546.08
OI0001008,O000730,2026-04-22,C00090,P0037,Home & Living,1,697.58,0.0,4.9,Online Banking,Delivered,702.48,206.1
OI0001009,O000731,2025-10-14,C00090,P0001,Electronics,1,1091.61,109.16,4.9,Credit Card,Processing,987.35,451.11
OI0001010,O000731,2025-10-14,C00090,P0002,Electronics,1,176.05,0.0,4.9,Credit Card,Processing,180.95,56.54
OI0001011,O000732,2025-10-25,C00090,P0010,Electronics,1,1710.21,85.51,8.9,E-Wallet,Delivered,1633.6,466.84
OI0001012,O000733,2025-09-05,C00090,P0012,Electronics,2,1803.18,180.32,6.9,Credit Card,Delivered,3432.94,1092.72
OI0001013,O000734,2025-11-08,C00090,P0057,Beauty & Health,1,85.55,0.0,4.9,Credit Card,Delivered,90.45,32.0
OI0001014,O000735,2025-12-25,C00090,P0010,Electronics,1,1710.21,0.0,8.9,Credit Card,Delivered,1719.11,552.35
OI0001015,O000736,2026-04-16,C00090,P0026,Fashion,2,87.2,8.72,6.9,E-Wallet,Shipped,172.58,46.38
OI0001016,O000737,2025-09-12,C00090,P0017,Fashion,1,122.89,0.0,4.9,E-Wallet,Delivered,127.79,58.22
OI0001017,O000738,2025-11-29,C00090,P0013,Electronics,1,143.29,0.0,8.9,E-Wallet,Delivered,152.19,71.82
OI0001018,O000739,2026-01-09,C00090,P0004,Electronics,2,187.03,37.41,0,Cash on Delivery,Delivered,336.65,96.29
OI0001019,O000739,2026-01-09,C00090,P0097,Groceries,1,101.35,0.0,4.9,Cash on Delivery,Delivered,106.25,40.11
OI0001020,O000740,2026-03-14,C00090,P0014,Electronics,1,2524.19,0.0,0,Online Banking,Delivered,2524.19,729.65
OI0001021,O000741,2026-01-17,C00090,P0100,Groceries,3,64.08,9.61,0,Cash on Delivery,Delivered,182.63,69.62
OI0001022,O000742,2026-04-16,C00090,P0009,Electronics,1,72.85,3.64,8.9,E-Wallet,Delivered,78.11,17.57
OI0001023,O000743,2026-02-01,C00090,P0016,Electronics,1,398.44,0.0,4.9,E-Wallet,Delivered,403.34,184.65
OI0001024,O000744,2025-09-07,C00090,P0071,Sports,2,275.29,0.0,6.9,E-Wallet,Cancelled,557.48,239.6
OI0001025,O000745,2025-11-20,C00090,P0094,Books & Stationery,1,6.76,0.34,4.9,Credit Card,Delivered,11.32,1.49
OI0001026,O000746,2025-09-09,C00090,P0060,Beauty & Health,1,13.88,0.0,4.9,Online Banking,Delivered,18.78,7.21
OI0001027,O000747,2026-02-08,C00090,P0012,Electronics,2,1803.18,0.0,8.9,Online Banking,Delivered,3615.26,1273.04
OI0001028,O000748,2026-03-12,C00090,P0028,Fashion,1,20.13,0.0,4.9,Online Banking,Delivered,25.03,8.39
OI0001029,O000749,2026-02-07,C00090,P0054,Beauty & Health,2,15.61,0.0,4.9,Online Banking,Shipped,36.12,11.72
OI0001030,O000750,2026-03-06,C00090,P0002,Electronics,1,176.05,0.0,6.9,Credit Card,Delivered,182.95,56.54
OI0001031,O000751,2025-11-08,C00090,P0011,Electronics,2,2463.73,492.75,8.9,E-Wallet,Delivered,4443.61,1565.93
OI0001032,O000751,2025-11-08,C00090,P0013,Electronics,1,143.29,0.0,8.9,E-Wallet,Delivered,152.19,71.82
OI0001033,O000752,2025-10-09,C00090,P0065,Sports,2,13.48,4.04,0,Credit Card,Delivered,22.92,6.5
OI0001034,O000753,2026-04-16,C00091,P0001,Electronics,1,1091.61,0.0,0,Credit Card,Delivered,1091.61,560.27
OI0001035,O000753,2026-04-16,C00091,P0047,Home & Living,3,19.02,0.0,6.9,Credit Card,Delivered,63.96,29.19
OI0001036,O000754,2026-04-07,C00091,P0046,Home & Living,1,321.1,48.16,0,Online Banking,Delivered,272.94,118.19
OI0001037,O000755,2026-04-08,C00091,P0045,Home & Living,2,18.62,3.72,8.9,Credit Card,Delivered,42.42,15.44
OI0001038,O000756,2026-04-10,C00092,P0009,Electronics,1,72.85,0.0,0,Cash on Delivery,Delivered,72.85,21.21
OI0001039,O000756,2026-04-10,C00092,P0059,Beauty & Health,1,51.45,10.29,0,Cash on Delivery,Delivered,41.16,13.49
OI0001040,O000756,2026-04-10,C00092,P0063,Beauty & Health,1,13.31,0.0,0,Cash on Delivery,Delivered,13.31,5.85
OI0001041,O000757,2025-12-13,C00092,P0061,Beauty & Health,2,163.52,0.0,0,Online Banking,Delivered,327.04,100.74
OI0001042,O000757,2025-12-13,C00092,P0052,Beauty & Health,1,39.42,0.0,8.9,Online Banking,Delivered,48.32,11.3
OI0001043,O000758,2026-04-10,C00092,P0099,Groceries,1,15.33,0.0,0,Online Banking,Delivered,15.33,7.68
OI0001044,O000759,2026-01-20,C00092,P0064,Beauty & Health,1,106.44,0.0,0,Credit Card,Delivered,106.44,53.6
OI0001045,O000759,2026-01-20,C00092,P0053,Beauty & Health,1,9.66,1.93,0,Credit Card,Delivered,7.73,1.19
OI0001046,O000760,2026-03-09,C00092,P0020,Fashion,1,208.1,0.0,8.9,E-Wallet,Delivered,217.0,62.98
OI0001047,O000760,2026-03-09,C00092,P0035,Home & Living,1,138.59,13.86,6.9,E-Wallet,Delivered,131.63,52.16
OI0001048,O000761,2026-04-14,C00092,P0054,Beauty & Health,1,15.61,0.0,4.9,E-Wallet,Processing,20.51,5.86
OI0001049,O000761,2026-04-14,C00092,P0060,Beauty & Health,1,13.88,0.0,4.9,E-Wallet,Processing,18.78,7.21
OI0001050,O000762,2026-01-04,C00092,P0061,Beauty & Health,1,163.52,0.0,0,Credit Card,Delivered,163.52,50.37
OI0001051,O000763,2026-02-04,C00092,P0024,Fashion,2,38.33,7.67,4.9,Online Banking,Delivered,73.89,20.09
OI0001052,O000764,2026-04-07,C00092,P0051,Beauty & Health,1,10.6,0.0,4.9,Online Banking,Delivered,15.5,3.63
OI0001053,O000765,2025-12-23,C00092,P0062,Beauty & Health,2,96.34,0.0,4.9,Credit Card,Returned,197.58,62.2
OI0001054,O000766,2026-03-20,C00092,P0012,Electronics,1,1803.18,90.16,4.9,E-Wallet,Delivered,1717.92,546.36
OI0001055,O000767,2026-02-21,C00094,P0065,Sports,1,13.48,0.0,4.9,Online Banking,Delivered,18.38,5.27
OI0001056,O000768,2026-02-06,C00094,P0106,Groceries,2,43.47,4.35,6.9,Online Banking,Delivered,89.49,21.93
OI0001057,O000769,2026-04-02,C00094,P0069,Sports,1,219.48,0.0,8.9,E-Wallet,Delivered,228.38,77.43
OI0001058,O000770,2026-04-10,C00094,P0073,Sports,2,518.63,51.86,4.9,Credit Card,Delivered,990.3,225.46
OI0001059,O000771,2026-03-20,C00094,P0075,Sports,1,181.67,0.0,6.9,Online Banking,Delivered,188.57,69.65
OI0001060,O000771,2026-03-20,C00094,P0055,Beauty & Health,2,15.06,4.52,4.9,Online Banking,Delivered,30.5,7.38
OI0001061,O000772,2026-04-30,C00094,P0075,Sports,1,181.67,0.0,4.9,Online Banking,Delivered,186.57,69.65
OI0001062,O000773,2026-03-24,C00094,P0032,Fashion,1,273.73,0.0,6.9,E-Wallet,Delivered,280.63,77.61
OI0001063,O000774,2026-03-31,C00094,P0077,Sports,2,26.61,10.64,0,Online Banking,Delivered,42.58,5.06
OI0001064,O000775,2026-03-29,C00094,P0030,Fashion,1,149.12,0.0,8.9,Cash on Delivery,Delivered,158.02,55.92
OI0001065,O000775,2026-03-29,C00094,P0036,Home & Living,1,332.12,0.0,0,Cash on Delivery,Delivered,332.12,128.89
OI0001066,O000776,2026-04-15,C00094,P0025,Fashion,1,55.69,0.0,8.9,Credit Card,Shipped,64.59,13.96
OI0001067,O000777,2026-02-05,C00094,P0030,Fashion,1,149.12,0.0,6.9,Online Banking,Delivered,156.02,55.92
OI0001068,O000778,2026-03-18,C00094,P0072,Sports,1,22.05,3.31,8.9,Online Banking,Delivered,27.64,4.31
OI0001069,O000778,2026-03-18,C00094,P0065,Sports,3,13.48,0.0,6.9,Online Banking,Delivered,47.34,15.81
OI0001070,O000779,2026-02-16,C00094,P0070,Sports,2,199.54,59.86,6.9,Credit Card,Shipped,346.12,113.58
OI0001071,O000780,2026-03-31,C00094,P0040,Home & Living,1,29.57,0.0,8.9,E-Wallet,Delivered,38.47,11.58
OI0001072,O000781,2026-03-22,C00094,P0032,Fashion,1,273.73,27.37,6.9,Credit Card,Delivered,253.26,50.24
OI0001073,O000781,2026-03-22,C00094,P0080,Sports,1,53.06,0.0,8.9,Credit Card,Delivered,61.96,14.84
OI0001074,O000782,2026-03-20,C00094,P0029,Fashion,1,36.7,0.0,8.9,E-Wallet,Delivered,45.6,13.6
OI0001075,O000783,2026-03-24,C00094,P0056,Beauty & Health,1,126.52,0.0,0,E-Wallet,Delivered,126.52,36.55
OI0001076,O000783,2026-03-24,C00094,P0076,Sports,1,467.47,0.0,8.9,E-Wallet,Delivered,476.37,132.11
OI0001077,O000784,2026-03-27,C00094,P0073,Sports,1,518.63,0.0,4.9,Credit Card,Delivered,523.53,138.66
OI0001078,O000785,2026-03-21,C00094,P0002,Electronics,1,176.05,0.0,6.9,Credit Card,Delivered,182.95,56.54
OI0001079,O000786,2025-11-20,C00095,P0035,Home & Living,1,138.59,0.0,4.9,Online Banking,Delivered,143.49,66.02
OI0001080,O000787,2026-03-01,C00095,P0019,Fashion,1,150.24,0.0,4.9,Credit Card,Processing,155.14,43.93
OI0001081,O000787,2026-03-01,C00095,P0047,Home & Living,1,19.02,0.0,4.9,Credit Card,Processing,23.92,9.73
OI0001082,O000787,2026-03-01,C00095,P0038,Home & Living,1,17.97,0.0,4.9,Credit Card,Processing,22.87,5.08
OI0001083,O000788,2026-02-12,C00095,P0038,Home & Living,1,17.97,0.0,4.9,E-Wallet,Delivered,22.87,5.08
OI0001084,O000788,2026-02-12,C00095,P0044,Home & Living,1,730.43,0.0,4.9,E-Wallet,Delivered,735.33,290.78
OI0001085,O000789,2026-04-03,C00095,P0013,Electronics,1,143.29,0.0,8.9,Online Banking,Delivered,152.19,71.82
OI0001086,O000790,2026-01-13,C00095,P0044,Home & Living,2,730.43,0.0,8.9,E-Wallet,Delivered,1469.76,581.56
OI0001087,O000791,2026-02-15,C00095,P0034,Home & Living,1,641.23,32.06,6.9,E-Wallet,Delivered,616.07,213.49
OI0001088,O000791,2026-02-15,C00095,P0014,Electronics,1,2524.19,0.0,0,E-Wallet,Delivered,2524.19,729.65
OI0001089,O000792,2026-04-05,C00095,P0037,Home & Living,1,697.58,0.0,4.9,E-Wallet,Delivered,702.48,206.1
OI0001090,O000792,2026-04-05,C00095,P0040,Home & Living,3,29.57,0.0,8.9,E-Wallet,Delivered,97.61,34.74
OI0001091,O000793,2026-01-31,C00095,P0021,Fashion,2,20.23,6.07,6.9,Credit Card,Delivered,41.29,4.99
OI0001092,O000794,2026-01-01,C00095,P0042,Home & Living,1,777.79,0.0,8.9,E-Wallet,Delivered,786.69,245.84
OI0001093,O000795,2026-02-28,C00095,P0033,Home & Living,4,528.24,0.0,6.9,Online Banking,Delivered,2119.86,809.12
OI0001094,O000796,2026-02-24,C00095,P0047,Home & Living,1,19.02,0.0,6.9,Credit Card,Delivered,25.92,9.73
OI0001095,O000797,2026-02-23,C00095,P0034,Home & Living,1,641.23,0.0,0,E-Wallet,Processing,641.23,245.55
OI0001096,O000798,2025-11-12,C00095,P0041,Home & Living,1,77.11,7.71,4.9,E-Wallet,Delivered,74.3,14.22
OI0001097,O000798,2025-11-12,C00095,P0045,Home & Living,1,18.62,0.0,0,E-Wallet,Delivered,18.62,9.58
OI0001098,O000799,2026-04-13,C00095,P0009,Electronics,4,72.85,0.0,0,Online Banking,Delivered,291.4,84.84
OI0001099,O000800,2026-04-26,C00095,P0038,Home & Living,3,17.97,0.0,0,Credit Card,Delivered,53.91,15.24
OI0001100,O000801,2026-02-01,C00096,P0091,Books & Stationery,1,17.64,0.0,4.9,Credit Card,Cancelled,22.54,6.51
OI0001101,O000801,2026-02-01,C00096,P0089,Books & Stationery,2,24.61,4.92,4.9,Credit Card,Cancelled,49.2,20.12
OI0001102,O000802,2026-04-28,C00096,P0061,Beauty & Health,1,163.52,8.18,6.9,Cash on Delivery,Delivered,162.24,42.19
OI0001103,O000803,2025-06-20,C00097,P0076,Sports,1,467.47,0.0,6.9,Cash on Delivery,Delivered,474.37,132.11
OI0001104,O000803,2025-06-20,C00097,P0008,Electronics,1,2385.46,0.0,0,Cash on Delivery,Delivered,2385.46,1023.65
OI0001105,O000804,2025-03-29,C00097,P0001,Electronics,1,1091.61,0.0,6.9,Credit Card,Shipped,1098.51,560.27
OI0001106,O000805,2026-02-27,C00097,P0008,Electronics,1,2385.46,119.27,4.9,Credit Card,Delivered,2271.09,904.38
OI0001107,O000805,2026-02-27,C00097,P0011,Electronics,1,2463.73,246.37,0,Credit Card,Delivered,2217.36,782.97
OI0001108,O000806,2026-04-29,C00097,P0069,Sports,4,219.48,0.0,4.9,E-Wallet,Delivered,882.82,309.72
OI0001109,O000807,2026-03-09,C00098,P0006,Electronics,2,563.56,0.0,0,E-Wallet,Delivered,1127.12,501.44
OI0001110,O000807,2026-03-09,C00098,P0002,Electronics,1,176.05,17.61,4.9,E-Wallet,Delivered,163.34,38.93
OI0001111,O000808,2025-12-24,C00098,P0003,Electronics,2,938.14,0.0,0,Credit Card,Delivered,1876.28,959.56
OI0001112,O000808,2025-12-24,C00098,P0009,Electronics,1,72.85,7.29,0,Credit Card,Delivered,65.56,13.92
OI0001113,O000809,2025-11-11,C00098,P0079,Sports,1,273.83,0.0,6.9,E-Wallet,Delivered,280.73,101.39
OI0001114,O000810,2026-04-11,C00098,P0027,Fashion,1,129.23,0.0,4.9,Credit Card,Shipped,134.13,39.56
OI0001115,O000811,2026-04-23,C00098,P0005,Electronics,2,1356.34,0.0,6.9,Credit Card,Delivered,2719.58,896.92
OI0001116,O000812,2026-02-10,C00098,P0058,Beauty & Health,3,163.47,0.0,8.9,Online Banking,Delivered,499.31,142.65
OI0001117,O000813,2025-12-17,C00098,P0009,Electronics,1,72.85,7.29,8.9,Credit Card,Delivered,74.46,13.92
OI0001118,O000814,2025-12-25,C00098,P0078,Sports,1,580.2,87.03,4.9,Online Banking,Processing,498.07,88.24
OI0001119,O000814,2025-12-25,C00098,P0006,Electronics,3,563.56,0.0,8.9,Online Banking,Processing,1699.58,752.16
OI0001120,O000815,2025-12-09,C00098,P0103,Groceries,2,55.96,0.0,0,Credit Card,Processing,111.92,47.76
OI0001121,O000816,2026-03-16,C00098,P0007,Electronics,1,1291.87,0.0,6.9,Online Banking,Delivered,1298.77,553.09
OI0001122,O000817,2026-04-30,C00098,P0002,Electronics,1,176.05,8.8,6.9,Cash on Delivery,Delivered,174.15,47.74
OI0001123,O000818,2026-03-27,C00098,P0099,Groceries,1,15.33,1.53,8.9,Credit Card,Delivered,22.7,6.15
OI0001124,O000819,2026-02-17,C00098,P0009,Electronics,1,72.85,3.64,0,E-Wallet,Cancelled,69.21,17.57
OI0001125,O000820,2026-03-05,C00098,P0002,Electronics,1,176.05,17.61,4.9,Credit Card,Delivered,163.34,38.93
OI0001126,O000820,2026-03-05,C00098,P0014,Electronics,1,2524.19,0.0,6.9,Credit Card,Delivered,2531.09,729.65
OI0001127,O000821,2026-02-01,C00098,P0074,Sports,2,238.49,23.85,8.9,E-Wallet,Delivered,462.03,151.67
OI0001128,O000821,2026-02-01,C00098,P0026,Fashion,2,87.2,17.44,8.9,E-Wallet,Delivered,165.86,37.66
OI0001129,O000822,2025-09-06,C00099,P0005,Electronics,3,1356.34,203.45,4.9,Online Banking,Delivered,3870.47,1141.93
OI0001130,O000823,2026-02-21,C00099,P0026,Fashion,1,87.2,0.0,0,Online Banking,Delivered,87.2,27.55
OI0001131,O000824,2026-04-11,C00099,P0057,Beauty & Health,3,85.55,0.0,8.9,Credit Card,Shipped,265.55,96.0
OI0001132,O000824,2026-04-11,C00099,P0063,Beauty & Health,1,13.31,0.0,6.9,Credit Card,Shipped,20.21,5.85
OI0001133,O000825,2025-12-03,C00099,P0057,Beauty & Health,2,85.55,25.66,0,Online Banking,Delivered,145.44,38.34
OI0001134,O000825,2025-12-03,C00099,P0027,Fashion,1,129.23,12.92,4.9,Online Banking,Delivered,121.21,26.64
OI0001135,O000826,2026-04-27,C00099,P0062,Beauty & Health,1,96.34,0.0,8.9,Online Banking,Delivered,105.24,31.1
OI0001136,O000826,2026-04-27,C00099,P0055,Beauty & Health,1,15.06,0.0,0,Online Banking,Delivered,15.06,5.95
OI0001137,O000827,2026-03-12,C00099,P0063,Beauty & Health,1,13.31,0.67,4.9,Cash on Delivery,Delivered,17.54,5.18
OI0001138,O000828,2025-09-12,C00099,P0107,Groceries,1,31.16,3.12,6.9,Online Banking,Delivered,34.94,5.1
OI0001139,O000829,2026-03-01,C00101,P0050,Beauty & Health,2,49.22,4.92,4.9,E-Wallet,Returned,98.42,25.42
OI0001140,O000830,2026-03-07,C00101,P0053,Beauty & Health,1,9.66,0.97,4.9,Credit Card,Shipped,13.59,2.15
OI0001141,O000831,2026-03-09,C00101,P0058,Beauty & Health,1,163.47,0.0,6.9,Online Banking,Returned,170.37,47.55
OI0001142,O000831,2026-03-09,C00101,P0051,Beauty & Health,2,10.6,3.18,0,Online Banking,Returned,18.02,4.08
OI0001143,O000831,2026-03-09,C00101,P0052,Beauty & Health,4,39.42,15.77,6.9,Online Banking,Returned,148.81,29.43
OI0001144,O000832,2026-01-23,C00101,P0058,Beauty & Health,2,163.47,0.0,0,Credit Card,Delivered,326.94,95.1
OI0001145,O000833,2026-03-11,C00101,P0052,Beauty & Health,2,39.42,3.94,0,Online Banking,Processing,74.9,18.66
OI0001146,O000833,2026-03-11,C00101,P0062,Beauty & Health,1,96.34,0.0,0,Online Banking,Processing,96.34,31.1
OI0001147,O000834,2026-04-18,C00101,P0064,Beauty & Health,2,106.44,0.0,0,Credit Card,Delivered,212.88,107.2
OI0001148,O000834,2026-04-18,C00101,P0056,Beauty & Health,1,126.52,0.0,0,Credit Card,Delivered,126.52,36.55
OI0001149,O000834,2026-04-18,C00101,P0007,Electronics,2,1291.87,0.0,4.9,Credit Card,Delivered,2588.64,1106.18
OI0001150,O000835,2025-12-31,C00101,P0096,Books & Stationery,1,92.0,0.0,4.9,Online Banking,Processing,96.9,26.51
OI0001151,O000836,2026-02-18,C00101,P0062,Beauty & Health,3,96.34,0.0,4.9,Online Banking,Delivered,293.92,93.3
OI0001152,O000837,2026-04-23,C00101,P0052,Beauty & Health,1,39.42,0.0,6.9,Online Banking,Delivered,46.32,11.3
OI0001153,O000838,2026-03-14,C00101,P0002,Electronics,1,176.05,0.0,0,Credit Card,Delivered,176.05,56.54
OI0001154,O000839,2026-04-16,C00102,P0004,Electronics,1,187.03,0.0,4.9,E-Wallet,Delivered,191.93,66.85
OI0001155,O000840,2026-03-29,C00102,P0073,Sports,1,518.63,0.0,4.9,Cash on Delivery,Delivered,523.53,138.66
OI0001156,O000841,2026-03-16,C00102,P0080,Sports,3,53.06,0.0,6.9,Cash on Delivery,Delivered,166.08,44.52
OI0001157,O000842,2026-03-02,C00102,P0055,Beauty & Health,1,15.06,1.51,4.9,E-Wallet,Shipped,18.45,4.44
OI0001158,O000843,2026-04-08,C00102,P0079,Sports,1,273.83,13.69,8.9,E-Wallet,Delivered,269.04,87.7
OI0001159,O000844,2026-03-26,C00102,P0079,Sports,3,273.83,0.0,4.9,Credit Card,Cancelled,826.39,304.17
OI0001160,O000844,2026-03-26,C00102,P0037,Home & Living,1,697.58,34.88,6.9,Credit Card,Cancelled,669.6,171.22
OI0001161,O000845,2025-07-09,C00102,P0067,Sports,1,219.84,21.98,4.9,Online Banking,Delivered,202.76,52.26
OI0001162,O000845,2025-07-09,C00102,P0024,Fashion,2,38.33,3.83,4.9,Online Banking,Delivered,77.73,23.93
OI0001163,O000846,2025-11-17,C00102,P0059,Beauty & Health,1,51.45,0.0,0,Online Banking,Cancelled,51.45,23.78
OI0001164,O000847,2026-02-24,C00102,P0060,Beauty & Health,1,13.88,0.0,4.9,E-Wallet,Delivered,18.78,7.21
OI0001165,O000847,2026-02-24,C00102,P0027,Fashion,1,129.23,6.46,6.9,E-Wallet,Delivered,129.67,33.1
OI0001166,O000848,2025-09-28,C00102,P0014,Electronics,2,2524.19,0.0,8.9,Credit Card,Delivered,5057.28,1459.3
OI0001167,O000848,2025-09-28,C00102,P0067,Sports,1,219.84,43.97,8.9,Credit Card,Delivered,184.77,30.27
OI0001168,O000848,2025-09-28,C00102,P0023,Fashion,1,38.65,0.0,6.9,Credit Card,Delivered,45.55,17.52
OI0001169,O000849,2026-02-14,C00102,P0099,Groceries,1,15.33,0.0,0,Online Banking,Returned,15.33,7.68
OI0001170,O000850,2026-03-29,C00102,P0009,Electronics,1,72.85,3.64,0,Online Banking,Delivered,69.21,17.57
OI0001171,O000850,2026-03-29,C00102,P0039,Home & Living,2,488.55,97.71,0,Online Banking,Delivered,879.39,195.11
OI0001172,O000851,2026-02-15,C00102,P0111,Groceries,1,59.31,0.0,0,Credit Card,Delivered,59.31,26.02
OI0001173,O000852,2025-12-09,C00102,P0066,Sports,2,13.9,0.0,4.9,Credit Card,Delivered,32.7,10.64
OI0001174,O000853,2026-03-24,C00102,P0068,Sports,2,20.44,2.04,6.9,Credit Card,Delivered,45.74,9.4
OI0001175,O000854,2026-03-16,C00102,P0070,Sports,1,199.54,0.0,6.9,Credit Card,Delivered,206.44,86.72
OI0001176,O000855,2026-04-08,C00102,P0021,Fashion,1,20.23,0.0,4.9,Credit Card,Processing,25.13,5.53
OI0001177,O000856,2026-02-23,C00102,P0059,Beauty & Health,2,51.45,0.0,4.9,Online Banking,Processing,107.8,47.56
OI0001178,O000857,2026-02-05,C00103,P0065,Sports,1,13.48,0.0,8.9,Credit Card,Delivered,22.38,5.27
OI0001179,O000858,2026-04-16,C00103,P0100,Groceries,1,64.08,0.0,4.9,Cash on Delivery,Delivered,68.98,26.41
OI0001180,O000859,2026-04-07,C00103,P0035,Home & Living,1,138.59,0.0,6.9,Credit Card,Delivered,145.49,66.02
OI0001181,O000860,2025-08-09,C00103,P0110,Groceries,1,48.88,4.89,4.9,Credit Card,Delivered,48.89,18.0
OI0001182,O000861,2025-10-13,C00103,P0110,Groceries,2,48.88,0.0,6.9,Credit Card,Delivered,104.66,45.78
OI0001183,O000862,2025-11-11,C00103,P0097,Groceries,2,101.35,10.13,0,Credit Card,Delivered,192.57,70.09
OI0001184,O000862,2025-11-11,C00103,P0102,Groceries,2,53.21,10.64,0,Credit Card,Delivered,95.78,16.44
OI0001185,O000862,2025-11-11,C00103,P0103,Groceries,1,55.96,5.6,8.9,Credit Card,Delivered,59.26,18.28
OI0001186,O000863,2026-03-25,C00103,P0005,Electronics,4,1356.34,0.0,0,Online Banking,Delivered,5425.36,1793.84
